course name,section number,instructor,campus,meeting time,instruction mode,required additional sections,current enrollment,max enrollment,seats available,reserved seats info,waitlist available seats
Principles of Financial Accounting,002,Suzanne Cansler (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,250,,,
Principles of Financial Accounting,002D,Suzanne Cansler (PI),STORR,9:05AM - 9:55AM / Fr,In Person,You will be auto-enrolled in section(s) 002,0,71,71,,0
Principles of Financial Accounting,003,Suzanne Cansler (PI),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,250,,,
Principles of Financial Accounting,003D,Suzanne Cansler (PI),STORR,10:10AM - 11:00AM / Fr,In Person,You will be auto-enrolled in section(s) 003,0,62,62,,0
Principles of Financial Accounting,004D,Suzanne Cansler (PI),STORR,11:15AM - 12:05PM / Fr,In Person,You will be auto-enrolled in section(s) 003,0,72,72,,0
Principles of Financial Accounting,005D,Suzanne Cansler (PI),STORR,12:20PM - 1:10PM / Fr,In Person,You will be auto-enrolled in section(s) 002,0,71,71,,0
Principles of Financial Accounting,006D,Suzanne Cansler (PI),STORR,1:25PM - 2:15PM / Fr,In Person,You will be auto-enrolled in section(s) 002,0,62,62,,0
Principles of Financial Accounting,007D,Suzanne Cansler (PI),STORR,2:30PM - 3:20PM / Fr,In Person,You will be auto-enrolled in section(s) 002,0,71,71,,0
Principles of Financial Accounting,008D,Suzanne Cansler (PI),STORR,3:35PM - 4:25PM / Fr,In Person,You will be auto-enrolled in section(s) 002,0,71,71,,0
Principles of Financial Accounting,013D,Suzanne Cansler (PI),STORR,10:10AM - 11:00AM / Fr,In Person,You will be auto-enrolled in section(s) 003,0,10,0,10 for RC Honors Students Only,0
Principles of Financial Accounting,016D,Suzanne Cansler (PI),STORR,1:25PM - 2:15PM / Fr,In Person,You will be auto-enrolled in section(s) 002,0,10,9,1 for RC Honors Students Only,0
Principles of Financial Accounting,331,Staff,WTBY,11:00AM - 12:15PM / TuTh,In Person,,0,35,35,,0
Principles of Financial Accounting,660,Staff,AVYPT,5:30PM - 8:00PM / Tu,In Person,,0,30,30,,0
Principles of Financial Accounting,701,Staff,HRTFD,11:15AM - 12:30PM / MoWe,In Person,,0,47,47,,0
Principles of Financial Accounting,881,Guojin Gong (PI),STMFD,9:30AM - 10:45AM / TuTh,In Person,,0,40,40,,0
Principles of Financial Accounting,882,Guojin Gong (PI),STMFD,11:00AM - 12:15PM / TuTh,In Person,,0,40,40,,0
Principles of Managerial Accounting,001,Subprasiri Siriviriyakul (TC),STORR,5:00PM - 6:15PM / MoWe,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,002,Subprasiri Siriviriyakul (TC),STORR,9:30AM - 10:45AM / MoWe,In Person,,0,10,0,10 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,003,Subprasiri Siriviriyakul (TC),STORR,3:30PM - 4:45PM / MoWe,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,004,"Subprasiri Siriviriyakul (TC), Wei Chen (PI)",STORR,2:00PM - 3:15PM / TuTh,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,005,Subprasiri Siriviriyakul (TC),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,006,"Subprasiri Siriviriyakul (TC), Wei Chen (PI)",STORR,12:30PM - 1:45PM / TuTh,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,007,Subprasiri Siriviriyakul (TC),STORR,8:00AM - 9:15AM / MoWe,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,008,"Subprasiri Siriviriyakul (TC), Wei Chen (PI)",STORR,5:00PM - 6:15PM / TuTh,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,009,"Subprasiri Siriviriyakul (TC), Wei Chen (PI)",STORR,3:30PM - 4:45PM / TuTh,In Person,,0,30,0,30 for RC ACCT/FNCE/MGMT/MKTG/RE/AIM/,0
Principles of Managerial Accounting,010,"Li Fang (PI), Subprasiri Siriviriyakul (TC)",STORR,12:30PM - 1:45PM / MoWe,In Person,,0,5,5,,0
Principles of Managerial Accounting,332,Subprasiri Siriviriyakul (PI),WTBY,2:00PM - 3:15PM / TuTh,Online Synchronous,,0,25,0,25 for RC Regional BUSN Students,0
Principles of Managerial Accounting,660,Subprasiri Siriviriyakul (TC),AVYPT,2:00PM - 3:15PM / TuTh,Online Synchronous,,0,5,5,,0
Principles of Managerial Accounting,702,Subprasiri Siriviriyakul (TC),HRTFD,2:00PM - 3:15PM / TuTh,Online Synchronous,,0,5,0,5 for RC Regional BUSN Students,0
Principles of Managerial Accounting,881,Subprasiri Siriviriyakul (PI),STMFD,9:30AM - 10:45AM / TuTh,In Person,,0,20,0,20 for RC Regional BUSN Students,0
Principles of Managerial Accounting,882,Subprasiri Siriviriyakul (PI),STMFD,11:00AM - 12:15PM / TuTh,In Person,,0,20,0,20 for RC Regional BUSN Students,0
Principles of Managerial Accounting,883,Subprasiri Siriviriyakul (TC),STMFD,2:00PM - 3:15PM / TuTh,Online Synchronous,,0,4,0,4 for RC Regional BUSN Students,0
Intermediate Accounting I,001,Michael Willenborg (PI),STORR,11:00AM - 12:15PM / MoWe,In Person,,0,35,0,35 for RC ACCT Majors,0
Intermediate Accounting I,002,Michael Willenborg (PI),STORR,2:00PM - 3:15PM / MoWe,In Person,,0,35,0,35 for RC ACCT Majors,0
Intermediate Accounting I,003,Michael Willenborg (PI),STORR,3:30PM - 4:45PM / MoWe,In Person,,0,35,0,35 for RC ACCT Majors,0
Intermediate Accounting I,881,Guojin Gong (PI),STMFD,2:00PM - 3:15PM / TuTh,In Person,,0,20,0,20 for RC Regional BUSN Students,0
Intermediate Accounting II,001,Todd Kravet (PI),STORR,11:00AM - 12:15PM / MoWe,In Person,,0,35,0,35 for RC ACCT Majors,0
Intermediate Accounting II,002,Todd Kravet (PI),STORR,12:30PM - 1:45PM / MoWe,In Person,,0,35,0,35 for RC ACCT Majors,0
Intermediate Accounting II,003,Todd Kravet (PI),STORR,9:30AM - 10:45AM / MoWe,In Person,,0,35,0,35 for RC ACCT Majors,0
Introduction to Accounting Analytics,001,William Docimo (PI),STORR,8:00AM - 9:15AM / TuTh,In Person,,0,35,0,35 for RC ACCT Majors,0
Introduction to Accounting Analytics,002,William Docimo (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,35,0,35 for RC ACCT Majors,0
Introduction to Accounting Analytics,003,William Docimo (PI),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,35,0,35 for RC ACCT Majors,0
Cost Accounting,001,Li Fang (PI),STORR,8:00AM - 9:15AM / MoWe,In Person,,0,35,0,35 for RC ACCT Majors,0
Cost Accounting,002,Li Fang (PI),STORR,9:30AM - 10:45AM / MoWe,In Person,,0,35,0,35 for RC ACCT Majors,0
Federal Income Taxes,001,Staff,STORR,5:00PM - 7:00PM / Fr,In Person,,0,35,0,35 for RC ACCT Majors,0
Federal Income Taxes,002,Staff,STORR,5:00PM - 7:00PM / Fr,In Person,,0,35,0,35 for RC ACCT Majors,0
Volunteer Income Tax Assistance for Preparers,001,Leanne Adams (PI),STORR,5:00PM - 9:00PM / MoTuTh,In Person,,0,75,0,75 for RC ACCT Majors,0
Assurance Services,001,Tara Vakil (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,35,0,35 for RC ACCT Majors,0
Assurance Services,002,Tara Vakil (PI),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,35,0,35 for RC ACCT Majors,0
Assurance Services,003,Tara Vakil (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,35,0,35 for RC ACCT Majors,0
Assurance Services,881,Arthur Schmeiser (PI),STMFD,3:30PM - 6:00PM / Th,In Person,,0,15,0,15 for RC Regional BUSN Students,0
Advanced Volunteer Income Tax Assistance for Reviewers,001,Leanne Adams (PI),STORR,5:00PM - 9:00PM / MoTuTh,In Person,,0,50,0,50 for RC ACCT Majors,0
Internship in Accounting,001,Staff,STORR,12:00AM - 12:00AM /,By Arrangement,,0,1,1,,0
Senior Thesis in Accounting,001,Alina Lerman (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,0,5 for RC ACCT Majors,0
Introduction to Africana Studies,001,E. Cooper Owens (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,50,50,,0
African American Literature,001,Erika Williams (PI),STORR,12:20PM - 1:10PM / MoWe,Hybrid,,0,9,9,,0
"Race, Gender, Sexuality, and the Power of Looking",001,Alexis Boylan (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,15,15,,0
"Race, Gender, and US Health Care",001,Fumilayo Showers (PI),STORR,9:30AM - 10:45AM / TuTh,Online Synchronous,,0,40,40,,0
Ethnicity and Race,001,Matthew Hughey (PI),STORR,6:10PM - 7:25PM / MoWe,In Person,,0,10,10,,0
White Racism,701,Noel Cazenave (PI),HRTFD,12:30PM - 1:45PM / TuTh,In Person,,0,5,5,,0
African Americans and Social Protest,701,Noel Cazenave (PI),HRTFD,11:00AM - 12:15PM / TuTh,In Person,,0,5,5,,0
History of Modern Africa,001,Fiona Vernal (PI),STORR,11:15AM - 12:05PM / MoWeFr,In Person,,0,20,20,,0
Black Psychology,001,Bede Agocha (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,20,20,,0
Black Experience in the Americas,001,Melina Pappademos (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,20,20,,0
Independent Study,001,Evelyn Simien (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
"Race, Culture, and Reproductive Health",001,Sarah Williams (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,5,5,,0
African American History Since 1865,001,E. Cooper Owens (PI),STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,20,20,,0
African American History Since 1865,331,Ariel Lambe (PI),WTBY,2:00PM - 3:15PM / TuTh,In Person,,0,15,15,,0
African American Womens History,001,Deirdre Cooper Owens (PI),STORR,4:40PM - 5:55PM / MoWe,In Person,,0,20,20,,0
"Hip Hop, Politics and Youth Culture in America",001,Jeffrey Ogbar (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,10,10,,0
History of the Caribbean,001,Melina Pappademos (PI),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,7,7,,0
Variable Topics,001,Marketa Burnett (PI),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,30,30,,0
Variable Topics,002,David Embrick (PI),STORR,3:35PM - 4:50PM / MoWe,In Person,,0,20,20,,0
Senior Seminar,001,Dexter Gabriel (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,5,5,,0
Special Topics,331,Jay Alt (PI),WTBY,11:15AM - 12:05PM / We,In Person Remote,,0,9,9,,0
Independent Study,011,Kristen Govoni (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Introduction to Agricultural Mechanics and Safety,001,Staff,STORR,3:30PM - 4:30PM / Th,In Person,,0,8,,,
Introduction to Agricultural Mechanics and Safety,001L,Staff,STORR,4:30PM - 6:30PM / Th,In Person,You will be auto-enrolled in section(s) 001,0,8,0,"8 for RC AGNR, ANSC, NRE & SPSS",0
"Population, Food, and the Environment",001,Emma Bojinova (PI),STORR,3:35PM - 4:50PM / MoWe,In Person,,0,80,75,5 for RC ARE majors only,0
Introduction to Data and Visualization,001,Staff,STORR,8:40AM - 9:55AM / MoWe,In Person,,0,90,90,,0
Imperfect Competition and Behavioral Economics,001,Jackson Somers (PI),STORR,12:30PM - 1:45PM / MoWe,In Person,,0,80,80,,0
Essentials of Accounting and Business,1000,"Adrienne Brevetti (PI), Amy Cloutier (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Business Management,001,Cristina Connolly (PI),STORR,3:30PM - 4:45PM / TuTh,In Person,,0,50,40,10 for RC ARE majors only,0
Environmental and Resource Policy,001,Charles Towe (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,70,60,10 for RC ARE majors only,0
Writing in Environmental and Resource Policy,001,Staff,STORR,10:10AM - 11:00AM / Mo,In Person,,0,19,19,,0
Writing in Environmental and Resource Policy,002,Staff,STORR,9:05AM - 9:55AM / We,In Person,,0,19,19,,0
Managerial Economics and Business Strategies,001,Cristina Connolly (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,45,45,,0
Price Analysis and Futures Trading,001,Rigoberto Lopez (PI),STORR,10:10AM - 11:25AM / MoWe,In Person,,0,40,40,,0
"Economic Development, Environment, and Policy",001,Emma Bojinova (PI),STORR,2:00PM - 3:15PM / MoWe,In Person,,0,40,40,,0
Sustainable Business Planning,001,Brian LaFauci (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,30,30,,0
Business Finance and Investment Management,001,Brian LaFauci (PI),STORR,8:00AM - 9:15AM / TuTh,In Person,,0,40,40,,0
Sustainable Economic Development,001,Nathan Fiala (PI),STORR,3:35PM - 4:50PM / MoWe,In Person,,0,20,20,,0
Environmental and Resource Economics,001,Farhed Shah (PI),STORR,12:30PM - 1:45PM / MoWe,In Person,,0,30,30,,0
Cost-Benefit Analysis and Applications,001,Staff,STORR,3:30PM - 4:45PM / TuTh,In Person,,0,40,40,,0
Heritage and Values of the United States Air Force,001,"Andrew Bean (PI), Sean Stumpf (SI)",STORR,12:30PM - 1:20PM / Th,In Person,You will be auto-enrolled in section(s) 001L,0,16,16,,0
Heritage and Values of the United States Air Force,001L,Joshua Cruzan (SI),STORR,3:30PM - 4:30PM / Th & 4:30PM - 7:00PM / Th,In Person,,0,32,,,
Heritage and Values of the United States Air Force,002,"Andrew Bean (PI), Sean Stumpf (SI)",STORR,2:30PM - 3:20PM / We,In Person,You will be auto-enrolled in section(s) 001L,0,16,16,,0
Team and Leadership Fundamentals,001,Sean Stumpf (PI),STORR,11:00AM - 12:15PM / Th,In Person,You will be auto-enrolled in section(s) 001L,0,21,21,,0
Team and Leadership Fundamentals,001L,Joshua Cruzan (SI),STORR,3:30PM - 4:30PM / Th & 4:30PM - 7:00PM / Th,In Person,,0,10,,,
Team and Leadership Fundamentals,002,Sean Stumpf (PI),STORR,2:30PM - 3:20PM / We,In Person,You will be auto-enrolled in section(s) 001L,0,16,16,,0
Leading People and Effective Communication,001,"James Irby (PI), Sean Stumpf (SI)",STORR,3:35PM - 6:35PM / We,In Person,You will be auto-enrolled in section(s) 001L,0,11,11,,0
Leading People and Effective Communication,001L,Joshua Cruzan (SI),STORR,3:30PM - 4:30PM / Th & 4:30PM - 7:00PM / Th,In Person,,0,11,,,
Aviation Ground School,001,Jason Chandler (PI),STORR,5:00PM - 8:00PM / Tu,In Person,,0,24,24,,0
National Security Affairs/Preparation for Active Duty,001,"Joshua Cruzan (PI), Sean Stumpf (SI)",STORR,11:15AM - 2:15PM / Th,In Person,You will be auto-enrolled in section(s) 001L,0,16,16,,0
National Security Affairs/Preparation for Active Duty,001L,Joshua Cruzan (SI),STORR,3:30PM - 4:30PM / Th & 4:30PM - 7:00PM / Th,In Person,,0,16,,,
Interdisciplinary Approach to Obesity Prevention,001,Valerie Duffy (PI),STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,19,0,19 for RC Honors Students Only,0
Introduction to Allied Health Professions,001,"Amy McKeon (TC), Paula McDowell (PI)",STORR,2:30PM - 3:20PM / We,In Person,,0,175,20,100 for RC AH majors only55 for RC First Year and Sophomores,0
Introduction to Allied Health Professions,1000,"Erin Corso (PI), Flavia Cruz (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1001,"Catherine Skarzynski (PI), Kendra Venhorst (EC), Shannon Trombino (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1002,"Kathryn Martorelli (EC), Rebecca Shomo (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1003,Mikayla James (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1004,"Darlene Clark (PI), Eileen Marquez (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1005,Heather Gebhardt (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1006,Aileen Kraus (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1007,"Jaimie Farrell (PI), Patrick Ospalek (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1008,"Patrick Ospalek (EC), Regina Milano (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1009,Mark Gerace (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1010,"Ryan Dickens (EC), Sara Brewer (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1011,"Michael Jamieson (PI), Stephani Jones (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,1012,"Erin Meyer (PI), Geoffrey Davis (EC), Jennifer Discenza (EC), Sylvia Ovalles (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Introduction to Allied Health Professions,331,Tamara Kaliszewski (PI),WTBY,2:00PM - 2:50PM / Tu,In Person,,0,35,35,,0
Medical Terminology,001,Gabrielle Giersch (PI),STORR,12:00AM - 12:00AM /,Online Asynchronous,,0,200,100,100 for RC AH majors only,75
Medical Terminology,1000,"Daniel McElroy (PI), Elaine Gratrix (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1001,"Alyce Borgersen (EC), Leisa Ferguson-Taylor (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1002,"Angela Kumm (PI), Claudia Cruz-Reis (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1003,"Ayesha Pal (EC), Kaitlin Levesque (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1004,Jesse Lloyd (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1005,"Eileen Marquez (EC), Michaelknight Zayas (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1006,Heather Gebhardt (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1007,Alexis Galloza-Chaparro (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1008,Bette Kitik (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1009,"Cassidy Bancroft (PI), Jill Britton (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1010,Aileen Kraus (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1011,"Evette Garcia (PI), Leah Rosen (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1012,"Dawn Foito (EC), Nathan Tyler (EC), Stacey Scapeccia (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Medical Terminology,1013,Staff,OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Honors Seminar: Research and Professionalism,001,Cheryl Ordway (PI),STORR,3:35PM - 4:25PM / We,In Person,,0,20,20,,0
US Healthcare System and Professional Practice,331,Aviana Rosen (PI),WTBY,9:30AM - 10:45AM / TuTh,In Person,,0,29,29,,0
Biostatistics for Health Professions,331,Pablo Kokay Valente (PI),WTBY,2:00PM - 3:15PM / TuTh,In Person,,0,25,25,,0
Human Physiology of Health and Disease,001,Bruce Blanchard (PI),STORR,11:15AM - 12:05PM / MoWeFr,In Person,,0,70,0,50 for RC AH majors only20 for RC MLSC only,0
Allied Health Sciences Internship,001,Jill Skowrenski (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,12,12,,0
Allied Health Sciences Internship,002,Jill Skowrenski (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Allied Health Sciences Internship,003,Jill Skowrenski (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Allied Health Sciences Internship,004,Jill Skowrenski (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Health and Wellness for Life,001,Gabrielle Giersch (PI),STORR,12:00AM - 12:00AM /,Online Asynchronous,,0,45,45,,30
Cancer and Your Health,001,Jessica Malek (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,40,40,,0
Psychology of Workplace Safety,001,Paul Bureau (TC),STORR,12:00AM - 12:00AM /,Online Asynchronous,,0,25,25,,0
Aging: Implications for Health Professionals,331,Tamara Kaliszewski (PI),WTBY,3:30PM - 4:45PM / TuTh,In Person,,0,29,29,,0
Fitness for Health,001,Janet Rochester (PI),STORR,2:00PM - 3:15PM / TuTh,In Person,,0,70,60,10 for RC Instructor consent required,0
Workers Compensation,090,Paul Bureau (SI),STORR,12:00AM - 12:00AM /,Online Asynchronous,,0,25,25,,0
Research in Allied Health Sciences,001,Staff,STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Ergonomics,090,Paul Bureau (PI),STORR,12:00AM - 12:00AM /,Online Asynchronous,,0,50,50,,0
EMT Training,001,"Lauren Wilson (TC), Michael Zacchera (PI)",STORR,9:00AM - 5:00PM / Sa & 6:00PM - 10:00PM / MoWe,In Person,,0,50,50,,0
Research Methods in Allied Health,001,Jessica Malek (PI),STORR,2:30PM - 4:20PM / Mo,In Person,,0,95,95,,0
Writing for Allied Health Research,001,Jessica Malek (PI),STORR,1:25PM - 2:15PM / We,In Person,,0,19,0,2 for RC Instructor consent required17 for RC Allied Health Seniors only,0
Writing for Allied Health Research,002,Jessica Malek (PI),STORR,1:25PM - 2:15PM / We,In Person,,0,19,0,2 for RC Instructor consent required17 for RC Allied Health Seniors only,0
Writing for Allied Health Research,003,Jessica Malek (PI),STORR,1:25PM - 2:15PM / We,In Person,,0,19,0,2 for RC Instructor consent required17 for RC Allied Health Seniors only,15
Writing for Allied Health Research,004,Jessica Malek (PI),STORR,2:30PM - 3:20PM / We,In Person,,0,19,17,2 for RC Instructor consent required,0
Writing for Allied Health Research,005,Jessica Malek (PI),STORR,2:30PM - 3:20PM / We,In Person,,0,19,0,2 for RC Instructor consent required17 for RC Allied Health Seniors only,15
Research for the Health Professional,001,Jessica Malek (PI),STORR,2:30PM - 4:20PM / Mo,In Person,,0,15,15,,0
Counseling and Teaching for the Health Professional,001,Anna Ramos (PI),STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,70,10,60 for RC AH majors only,0
Current Issues in Health,001,Lauren Wilson (PI),STORR,8:00AM - 9:15AM / TuTh,In Person,,0,40,0,40 for RC AH majors only,0
Management for the Health Professional,001,Ellen Shanley (PI),STORR,11:15AM - 12:05PM / MoWeFr,Online Synchronous,,0,100,85,15 for RC NUSC Majors,0
Instructional Assistant in Allied Health Sciences,001,Paula McDowell (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,1,1,,0
Instructional Assistant in Allied Health Sciences,003,Michael Zacchera (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Instructional Assistant in Allied Health Sciences,004,Ellen Shanley (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,1,1,,0
Instructional Assistant in Allied Health Sciences,005,Cheryl Ordway (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,1,1,,0
Honors Thesis Research in Allied Health Sciences,001,Bruce Blanchard (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Honors Thesis Research in Allied Health Sciences,002,Lauren Corso (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Honors Thesis Research in Allied Health Sciences,004,Molly Waring (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Honors Thesis in Allied Health Sciences,001,Bruce Blanchard (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,2,2,,0
Honors Thesis in Allied Health Sciences,002,Valerie Duffy (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,2,2,,0
Honors Thesis in Allied Health Sciences,003,Roman Shrestha (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,2,2,,0
Honors Thesis in Allied Health Sciences,004,Lauren Corso (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,2,2,,0
Honors Thesis in Allied Health Sciences,005,Ran Xu (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,1,1,,0
Honors Thesis in Allied Health Sciences,009,Jessica Malek (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,2,2,,0
Honors Thesis in Allied Health Sciences,010,Sherry Pagoto (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,2,2,,0
Honors Thesis in Allied Health Sciences,011,Molly Waring (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,2,2,,0
International Health,331,Aviana Rosen (PI),WTBY,3:30PM - 6:00PM / We,In Person,,0,29,29,,0
Poverty and Public Health,001,Paula McDowell (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,40,0,40 for RC AH majors only,0
Elementary American Sign Language II,001,Michael Schlang (PI),STORR,8:00AM - 8:50AM / MoWeFr,In Person,,0,20,,,
Elementary American Sign Language II,001D,Michael Schlang (SI),STORR,8:00AM - 8:50AM / Th,In Person,You will be auto-enrolled in section(s) 001,0,20,20,,0
Elementary American Sign Language II,002,Michael Schlang (PI),STORR,9:05AM - 9:55AM / MoWeFr,In Person,,0,20,,,
Elementary American Sign Language II,002D,Michael Schlang (SI),STORR,9:30AM - 10:20AM / Th,In Person,You will be auto-enrolled in section(s) 002,0,20,20,,0
Elementary American Sign Language II,003,Michael Schlang (PI),STORR,11:15AM - 12:05PM / MoWeFr,In Person,,0,20,,,
Elementary American Sign Language II,003D,Michael Schlang (SI),STORR,12:30PM - 1:20PM / Th,In Person,You will be auto-enrolled in section(s) 003,0,20,20,,0
Elementary American Sign Language II,004,Joseph Mattiace (PI),STORR,3:35PM - 4:25PM / MoWe,In Person,,0,20,,,
Elementary American Sign Language II,004D,Joseph Mattiace (SI),STORR,3:30PM - 4:20PM / TuTh,In Person,You will be auto-enrolled in section(s) 004,0,20,20,,0
Elementary American Sign Language II,005,Joseph Mattiace (PI),STORR,10:10AM - 11:00AM / MoWe,In Person,,0,20,,,
Elementary American Sign Language II,005D,Joseph Mattiace (PI),STORR,11:00AM - 11:50AM / TuTh,In Person,You will be auto-enrolled in section(s) 005,0,20,20,,0
Elementary American Sign Language II,006,Kara Gournaris (PI),STORR,11:15AM - 12:05PM / MoWe,In Person,,0,20,,,
Elementary American Sign Language II,006D,Kara Gournaris (PI),STORR,11:00AM - 11:50AM / TuTh,In Person,You will be auto-enrolled in section(s) 006,0,20,20,,0
Elementary American Sign Language II,007,Kara Gournaris (PI),STORR,3:35PM - 4:25PM / MoWe,In Person,,0,20,,,
Elementary American Sign Language II,007D,Kara Gournaris (PI),STORR,3:30PM - 4:20PM / TuTh,In Person,You will be auto-enrolled in section(s) 007,0,20,20,,0
Elementary American Sign Language II,008,Joseph Mattiace (PI),STORR,1:25PM - 2:15PM / MoWe,In Person,,0,20,,,
