course name,section number,instructor,campus,meeting time,instruction mode,required additional sections,current enrollment,max enrollment,seats available,reserved seats info,waitlist available seats
Global Perspectives on Western Art: Renaissance to the Present,001,Michael Orwicz (PI),STORR,12:30PM - 1:45PM / MoWe,In Person,,0,45,37,5 for RC ARTH majors only3 for RC DMD major only,0
Introduction to Art History: 15th Century - Present,001,Staff,STORR,10:55AM - 12:10PM / MoWe,In Person,,0,40,32,5 for RC ARTH majors only3 for RC DMD major only,0
Introduction to Art History: 15th Century - Present,801,Bentley Brown (PI),STMFD,12:30PM - 1:45PM / TuTh,Hybrid,,0,30,30,,0
Introduction to Art History: 15th Century - Present,802,Bentley Brown (PI),STMFD,11:00AM - 12:15PM / TuTh,In Person,,0,30,30,,0
"Race, Gender, Sexuality, and the Power of Looking",001,Alexis Boylan (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,15,7,5 for RC Art or Art History Major3 for RC DMD major only,0
"Curating Contemporary Art: Issues, Themes, Theories, and Practices",001,Jose Falconi (PI),STORR,2:00PM - 3:15PM / MoWe,In Person,,0,25,17,3 for RC DMD BFA major only5 for RC ARTH majors only,0
Foreign Study,001,Elizabeth Athens (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Roman Art,001,Michael Young (PI),STORR,3:30PM - 6:15PM / Tu,In Person,,0,25,17,3 for RC DMD BFA major only5 for RC ARTH majors only,0
"Visual Culture of the United States, 19th Century",001,Alexis Boylan (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,19,14,5 for RC ARTH majors only,0
History of Photography: 1839 to World War I,001,Michael Orwicz (PI),STORR,3:15PM - 4:30PM / MoWe,In Person,,0,25,17,5 for RC Art or Art History Major3 for RC DMD major only,0
History and Theory of Digital Art,001,Kelly Dennis (PI),STORR,12:20PM - 1:35PM / MoWe,In Person,,0,5,0,5 for RC ARTH majors only,0
"Beyond Recognition: Images, Distance and Speed in and for Human Rights",001,Jose Falconi (PI),STORR,11:15AM - 12:30PM / MoWe,In Person,,0,10,5,5 for RC ARTH majors only,0
Field Studies Internship in Art History,001,Elizabeth Athens (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Foreign Study,001,Elizabeth Athens (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Art History Capstone: Professional Development in Visual Culture and the Humanities,001,Elizabeth Athens (PI),STORR,11:00AM - 12:15PM / TuTh,In Person,,0,10,10,,0
Independent Study,001,Elizabeth Athens (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,002,Jose Falconi (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,003,Alexis Boylan (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,005,Michael Orwicz (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Art Appreciation,801,Haley Bueschlen (PI),STMFD,12:30PM - 1:45PM / TuTh,In Person,,0,40,40,,0
Art Appreciation,802,Leah Peck (PI),STMFD,12:20PM - 2:50PM / Mo,In Person,,0,40,40,,0
Exploring Creativity and Visual Art practices,801,Haley Bueschlen (PI),STMFD,3:30PM - 4:45PM / TuTh,In Person,,0,25,25,,0
Foundation: Criticism and Interpretation,001,Staff,STORR,6:30PM - 7:45PM / TuTh,In Person,,0,15,0,15 for RC Art or Art History Major,0
Foundation: Criticism and Interpretation,801,Haley Bueschlen (PI),STMFD,2:00PM - 3:15PM / TuTh,In Person,,0,25,25,,0
Drawing I,001,Shuning Wang (PI),STORR,9:30AM - 12:15PM / TuTh,In Person,,0,18,0,13 for RC Art or Art History Major5 for RC DMD major only,0
Drawing I,002,John Richardson (PI),STORR,9:30AM - 12:15PM / TuTh,In Person,,0,18,0,13 for RC Art or Art History Major5 for RC DMD major only,0
Drawing I,003,Benjamin Kue (PI),STORR,12:30PM - 3:15PM / TuTh,In Person,,0,18,0,13 for RC Art or Art History Major5 for RC DMD major only,0
Drawing I,1000,"Jessica Galbraith (EC), Rebecca Lacey-Aubin (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Drawing I,1001,"Joseph Marangell (EC), Matthew Stevens (PI)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Drawing I,1002,Jason Cannan (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Drawing I,1003,James Decesare (PI),OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Drawing I,660,Jeanne Ciravolo (PI),AVYPT,5:00PM - 8:00PM / TuTh,In Person,,0,8,8,,0
Drawing I,801,Leah Peck (PI),STMFD,3:00PM - 5:45PM / MoWe,In Person,,0,15,15,,0
Drawing II,001,Emily Zuch (PI),STORR,3:35PM - 6:20PM / MoWe,In Person,,0,15,0,15 for RC Art or Art History Major,0
Drawing II,002,Erick Maldonado (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,15,0,15 for RC Art or Art History Major,0
Drawing II,003,Wendy Wischer (PI),STORR,6:30PM - 9:15PM / TuTh,In Person,,0,15,0,15 for RC Art or Art History Major,0
Life Drawing I,001,Anna Schwartz (PI),STORR,12:20PM - 3:05PM / MoWe,In Person,,0,16,1,13 for RC Art or Art History Major2 for RC DMD major only,0
Graphic Design: Process and Thinking,001,Mark Zurolo (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,16,0,16 for RC Art or Art History Major,0
Illustration,001,Christina Corey (PI),STORR,9:30AM - 12:15PM / TuTh,In Person,,0,12,0,12 for RC Art or Art History Major,0
Illustration,002,Christina Corey (PI),STORR,12:30PM - 3:15PM / TuTh,In Person,,0,12,0,12 for RC Art or Art History Major,0
Animation Fundamentals,001,Alison Paul (PI),STORR,12:30PM - 3:15PM / TuTh,In Person,,0,11,0,11 for RC Art or Art History Major,0
"Basic Studio, Painting",001,Blake Shirley (PI),STORR,12:30PM - 3:15PM / TuTh,In Person,,0,14,0,13 for RC Art or Art History Major1 for RC DMD major only,0
"Basic Studio, Painting",002,Blake Shirley (PI),STORR,9:30AM - 12:15PM / TuTh,In Person,,0,14,0,14 for RC Art or Art History Major,0
"Basic Studio, Photography",001,Rosely Htoo (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,12,0,12 for RC Art or Art History Major,0
"Basic Studio, Photography",002,Staff,STORR,12:20PM - 3:05PM / MoWe,In Person,,0,12,0,12 for RC Art or Art History Major,0
"Basic Studio, Photography",003,Staff,STORR,9:30AM - 12:15PM / TuTh,In Person,,0,12,0,12 for RC Art or Art History Major,0
Intermediate Photography,001,Janet Pritchard (PI),STORR,12:30PM - 3:15PM / TuTh,In Person,,0,8,0,8 for RC Art or Art History Major,0
"Basic Studio, Printmaking",001,Enrique Figueredo (PI),STORR,12:30PM - 3:15PM / TuTh,In Person,,0,12,0,11 for RC Art or Art History Major1 for RC DMD major only,0
"Basic Studio, Printmaking",002,Lindsey Potoff (PI),STORR,12:20PM - 3:05PM / MoWe,In Person,,0,12,0,11 for RC Art or Art History Major1 for RC DMD major only,0
"Basic Studio, Sculpture",001,Emily Albee (PI),STORR,12:30PM - 3:15PM / TuTh,In Person,,0,8,0,8 for RC Art or Art History Major,0
"Basic Studio, Sculpture",002,Joshua Newbend (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,8,0,8 for RC Art or Art History Major,0
"Basic Studio, Sculpture",003,Ray DiCapua (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,10,0,10 for RC Art or Art History Major,0
Life Drawing II,001,Anna Schwartz (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,15,0,15 for RC Art or Art History Major,0
Experimental Drawing,001,Emily Zuch (PI),STORR,3:30PM - 6:15PM / TuTh,In Person,,0,10,10,,0
Graphic Design 2: Visual Systems,001,Staff,STORR,12:20PM - 3:05PM / MoWe,In Person,,0,16,0,16 for RC Art or Art History Major,0
Graphic Design: Motion Graphics,001,Mark Zurolo (PI),STORR,3:35PM - 6:15PM / MoWe,In Person,,0,12,0,12 for RC Art or Art History Major,0
Stop and Go: Explorations in Stop-Motion Animation,001,Alison Paul (PI),STORR,9:30AM - 12:15PM / TuTh,In Person,,0,7,7,,0
Intermediate Painting,001,Douglas Degges (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,15,0,15 for RC Art or Art History Major,0
Aqua Media I,001,Emily Zuch (PI),STORR,12:20PM - 3:05PM / MoWe,In Person,,0,14,0,14 for RC Art or Art History Major,0
Documentary Photography and Video,001,Staff,STORR,12:30PM - 3:15PM / TuTh,In Person,,0,12,0,12 for RC Art majors,0
Intaglio Printmaking,001,Samantha Wood (PI),STORR,3:30PM - 6:15PM / TuTh,In Person,,0,10,10,,0
Printmaking Workshop,001,Enrique Figueredo (PI),STORR,9:00AM - 11:45AM / Fr & 1:00PM - 3:45PM / Fr,In Person,,0,10,0,10 for RC Art majors,0
Ceramics: Sculptural Approaches,001,Emily Albee (PI),STORR,12:20PM - 3:05PM / MoWe,In Person,,0,10,0,10 for RC Art or Art History Major,0
Ceramics: Surface Engagement,001,Monica Bock (PI),STORR,9:30AM - 3:45PM / Fr,In Person,,0,10,0,10 for RC Art or Art History Major,0
Sculpture: Wood,001,Ray DiCapua (PI),STORR,12:30PM - 3:15PM / TuTh,In Person,,0,8,0,8 for RC Art majors,0
Industrial Design: Materials and Techniques,001,Christopher Sancomb (PI),STORR,9:00AM - 3:45PM / Fr,In Person,,0,10,0,5 for RC Art or Art History Major5 for RC ENGR Students,0
Industrial Design: Process and Practice,001,Christopher Sancomb (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,10,10,,0
Industrial Design: Digital Fabrication,001,Christopher Sancomb (PI),STORR,12:20PM - 3:05PM / MoWe,In Person,,0,10,10,,0
Studio Internship,001,Dina Benbrahim (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Studio Internship,002,Douglas Degges (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Studio Internship,003,John O'Donnell (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Studio Internship,005,Mark Zurolo (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Studio Internship,006,Ray DiCapua (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Studio Internship,008,Enrique Figueredo (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Studio Internship,010,Janet Pritchard (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Studio Internship,011,Alison Paul (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Studio Internship,012,Monica Bock (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Studio Internship,014,Christopher Sancomb (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,10,10,,0
Independent Study,001,Monica Bock (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,002,Douglas Degges (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,003,Dina Benbrahim (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,004,Ray DiCapua (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,005,John O'Donnell (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,006,Christopher Sancomb (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,009,Judith Thorpe (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,010,Christina Corey (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,011,Alison Paul (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,012,Janet Pritchard (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,013,Mark Zurolo (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,014,Enrique Figueredo (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Graphic Design 4: Communication Dynamics,001,Dina Benbrahim (PI),STORR,10:00AM - 3:00PM / Fr,In Person,,0,16,0,16 for RC Art or Art History Major,0
Graphic Design: Design Center Studio,001,Dina Benbrahim (PI),STORR,12:20PM - 3:05PM / MoWe,In Person,,0,16,16,,0
Senior Project,001,Douglas Degges (PI),STORR,3:35PM - 6:20PM / MoWe,In Person,,0,12,12,,0
Senior Project,002,Dina Benbrahim (PI),STORR,9:05AM - 11:50AM / MoWe,In Person,,0,16,16,,0
Senior Project,003,Christina Corey (PI),STORR,3:30PM - 6:15PM / TuTh,In Person,,0,12,12,,0
Pathways to Asian American Studies,001,Staff,STORR,12:30PM - 1:45PM / TuTh,In Person,,0,100,100,,0
Pathways to Asian American Studies,701,Qazi Arka Rahman (PI),HRTFD,3:30PM - 4:45PM / TuTh,In Person,,0,40,40,,0
Introduction to Critical Muslim Studies,701,Qazi Arka Rahman (PI),HRTFD,4:40PM - 5:55PM / MoWe,In Person,,0,40,40,,0
Modern Japanese Literature,001,Yohei Igarashi (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,5,5,,0
Asian American Experience Since 1850,701,Qazi Arka Rahman (PI),HRTFD,12:30PM - 1:45PM / TuTh,In Person,,0,20,20,,0
Chinese Eco-Literature and Eco-Cinema,001,"Liansu Meng (PI), Wenjing Wu (TC)",STORR,12:30PM - 1:45PM / TuTh,In Person,,0,20,20,,0
Japanese Americans and World War II,331,Tina Reardon (PI),WTBY,3:30PM - 6:00PM / We,Hybrid,,0,10,10,,0
History of Modern Chinese Political Thought,001,Peter Zarrow (PI),STORR,4:40PM - 5:55PM / MoWe,In Person,,0,20,20,,0
History of the Peoples Republic of China,001,Peter Zarrow (PI),STORR,2:00PM - 3:15PM / MoWe,In Person,,0,20,20,,0
The Vietnam War,001,Nu-Anh Tran (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,20,20,,0
Variable Topics,004,Meina Cai (PI),STORR,9:30AM - 10:45AM / TuTh,In Person,,0,10,10,,0
Variable Topics,005,Hana Maruyama (PI),STORR,12:30PM - 1:45PM / TuTh,In Person,,0,20,20,,0
Experiential/Service Learning Seminar,001,Jason Oliver Chang (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,5,5,,0
Independent Study,003,Jason Oliver Chang (PI),STORR,12:00AM - 12:00AM /,By Arrangement,,0,7,7,,0
Foundations of Biology,001,"Adam Fry (PI), Rebecca Newcomer (TC)",STORR,11:15AM - 12:05PM / MoWeFr,In Person,,0,144,,,
Foundations of Biology,002L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,8:45AM - 10:45AM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Foundations of Biology,003L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,11:00AM - 1:00PM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Foundations of Biology,004L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,1:15PM - 3:15PM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Foundations of Biology,005L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,3:30PM - 5:30PM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Foundations of Biology,006L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,9:00AM - 11:00AM / We,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Foundations of Biology,007L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,11:15AM - 1:15PM / We,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Foundations of Biology,020,"Adam Fry (PI), Rebecca Newcomer (TC)",STORR,9:05AM - 9:55AM / MoWeFr,In Person,,0,144,,,
Foundations of Biology,021L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,1:30PM - 3:30PM / We,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Foundations of Biology,022L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,3:45PM - 5:45PM / We,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Foundations of Biology,023L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,8:45AM - 10:45AM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Foundations of Biology,024L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,11:00AM - 1:00PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Foundations of Biology,025L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,1:15PM - 3:15PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Foundations of Biology,026L,"Adam Fry (SI), Rebecca Newcomer (TC)",STORR,3:30PM - 5:30PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Foundations of Biology,331,Susan Preston-Berlin (PI),WTBY,12:30PM - 1:45PM / TuTh,In Person,,0,22,,,
Foundations of Biology,331L,Susan Preston-Berlin (PI),WTBY,2:00PM - 4:00PM / Mo,In Person,You will be auto-enrolled in section(s) 331,0,22,22,,0
Foundations of Biology,660,Michael Finiguerra (PI),AVYPT,12:30PM - 1:45PM / TuTh,In Person,,0,20,,,
Foundations of Biology,661L,Karen Dobley (PI),AVYPT,9:30AM - 11:30AM / Tu,In Person,You will be auto-enrolled in section(s) 660,0,20,20,,0
Foundations of Biology,701,Staff,HRTFD,11:00AM - 12:15PM / TuTh,In Person,,0,48,,,
Foundations of Biology,701L,Staff,HRTFD,1:00PM - 3:00PM / Tu,In Person,You will be auto-enrolled in section(s) 701,0,24,24,,0
Foundations of Biology,702L,Staff,HRTFD,1:00PM - 3:00PM / Th,In Person,You will be auto-enrolled in section(s) 701,0,24,24,,0
Foundations of Biology,810,Nicole Fusco (PI),STMFD,12:30PM - 1:45PM / TuTh,In Person,,0,48,,,
Foundations of Biology,811L,Jonathan Gilbert (PI),STMFD,11:05AM - 1:05PM / Mo,In Person,You will be auto-enrolled in section(s) 810,0,24,24,,0
Foundations of Biology,812L,Roderick Wilson (PI),STMFD,1:15PM - 3:15PM / Mo,In Person,You will be auto-enrolled in section(s) 810,0,24,24,,0
Foundations of Biology,820,Trenton McCann (PI),STMFD,4:40PM - 5:55PM / MoWe,In Person,,0,36,,,
Foundations of Biology,821L,Trenton McCann (PI),STMFD,6:00PM - 8:00PM / Mo,In Person,You will be auto-enrolled in section(s) 820,0,24,24,,0
Foundations of Biology,822L,Trenton McCann (PI),STMFD,2:30PM - 4:30PM / Mo,In Person,You will be auto-enrolled in section(s) 820,0,12,12,,0
Principles of Biology I,001,Elizabeth Kline (PI),STORR,9:05AM - 9:55AM / MoWeFr,In Person,,0,400,,,
Principles of Biology I,001L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,9:30AM - 12:20PM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,002L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,12:30PM - 3:30PM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,003L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,3:30PM - 6:30PM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,004L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,10:10AM - 1:10PM / We,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,005L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,1:25PM - 4:15PM / We,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,006L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,4:40PM - 7:30PM / We,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,007L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,9:30AM - 12:20PM / Th,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,008L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,12:30PM - 3:20PM / Th,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,009L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,3:30PM - 6:20PM / Th,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,010L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,10:10AM - 1:00PM / Fr,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,011L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,1:25PM - 4:15PM / Fr,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,012L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,9:30AM - 12:20PM / Tu,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,013L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,10:10AM - 1:00PM / We,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,014L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,10:10AM - 1:00PM / Fr,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,015L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,10:10AM - 1:00PM / We,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,016L,"Elizabeth Kline (SI), Rebecca Newcomer (TC)",STORR,10:10AM - 1:00PM / Fr,In Person,You will be auto-enrolled in section(s) 001,0,24,24,,0
Principles of Biology I,020,Thomas Abbott (PI),STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,400,,,
Principles of Biology I,020L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,12:30PM - 3:20PM / Tu,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,021L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,3:30PM - 6:20PM / Tu,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,022L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,1:25PM - 4:15PM / We,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,023L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,4:40PM - 7:30PM / We,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,024L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,9:30AM - 12:20PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,025L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,12:30PM - 3:20PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,026L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,3:30PM - 6:20PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,027L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,1:25PM - 4:15PM / Fr,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,028L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,9:30AM - 12:20PM / Tu,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,029L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,12:30PM - 3:20PM / Tu,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,030L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,3:30PM - 6:20PM / Tu,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,031L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,1:25PM - 4:15PM / We,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,032L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,4:40PM - 7:30PM / We,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,033L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,9:30AM - 12:20PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,034L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,12:30PM - 3:20PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,035L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,3:30PM - 6:20PM / Th,In Person,You will be auto-enrolled in section(s) 020,0,24,24,,0
Principles of Biology I,040,Thomas Abbott (PI),STORR,12:20PM - 1:10PM / MoWeFr,In Person,,0,64,,,
Principles of Biology I,041L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,9:30AM - 12:20PM / We,In Person,You will be auto-enrolled in section(s) 040,0,16,16,,0
Principles of Biology I,042L,"Rebecca Newcomer (TC), Thomas Abbott (SI)",STORR,3:30PM - 6:20PM / We,In Person,You will be auto-enrolled in section(s) 040,0,16,16,,0
Principles of Biology I,050,Derek Laux (PI),STORR,10:10AM - 11:00AM / MoWeFr,In Person,,0,64,,,
Principles of Biology I,051L,"Derek Laux (SI), Rebecca Newcomer (TC)",STORR,12:30PM - 3:20PM / Mo,In Person,You will be auto-enrolled in section(s) 050,0,24,24,,0
Principles of Biology I,052L,"Derek Laux (SI), Rebecca Newcomer (TC)",STORR,3:30PM - 6:20PM / Mo,In Person,You will be auto-enrolled in section(s) 050,0,24,24,,0
Principles of Biology I,1000,"Amy McLeod (PI), Grace Tice (EC), Jan Pikul (EC), Margaret Helck (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Principles of Biology I,1001,"Karen Legg (PI), Margaret Duffy (EC)",OFF,12:00AM - 12:00AM /,In Person,,0,200,200,,0
Principles of Biology I,331,Melissa Durstin (PI),WTBY,11:00AM - 12:15PM / TuTh,In Person,,0,44,,,
Principles of Biology I,331L,Melissa Durstin (PI),WTBY,9:30AM - 12:30PM / We,In Person,You will be auto-enrolled in section(s) 331,0,22,22,,0
Principles of Biology I,332L,Melissa Durstin (PI),WTBY,1:00PM - 4:00PM / We,In Person,You will be auto-enrolled in section(s) 331,0,22,22,,0
Principles of Biology I,660,Claudia Koerting (PI),AVYPT,11:15AM - 12:30PM / MoWe,In Person,,0,40,,,
Principles of Biology I,661L,Claudia Koerting (SI),AVYPT,1:15PM - 4:15PM / Mo,In Person,You will be auto-enrolled in section(s) 660,0,20,20,,0
Principles of Biology I,662L,Claudia Koerting (SI),AVYPT,1:15PM - 4:15PM / We,In Person,You will be auto-enrolled in section(s) 660,0,20,20,,0
Principles of Biology I,701,Pallavi Limaye (PI),HRTFD,11:00AM - 12:15PM / TuTh,In Person,,0,48,,,
Principles of Biology I,701L,"Lauren Jones (PI), Pallavi Limaye (SI)",HRTFD,12:30PM - 3:30PM / Tu,In Person,You will be auto-enrolled in section(s) 701,0,24,24,,0
Principles of Biology I,702L,"Lauren Jones (PI), Pallavi Limaye (PI)",HRTFD,12:30PM - 3:30PM / Th,In Person,You will be auto-enrolled in section(s) 701,0,24,24,,0
Principles of Biology I,703,Pallavi Limaye (PI),HRTFD,12:30PM - 1:45PM / TuTh,In Person,,0,48,,,
Principles of Biology I,703L,"Lauren Jones (PI), Pallavi Limaye (SI)",HRTFD,12:20PM - 3:20PM / We,In Person,You will be auto-enrolled in section(s) 703,0,24,24,,0
